2023-01-12 21:02:33.284484
2023-01-12 21:03:01.046746
{'temperature': 25.2, 'humidity': 73.6, 'meter': {'electricity': {'reading': 12345.6, 'consumption': 1.2}, 'gas': {'reading': 12345.6789, 'consumption': 0.5}, 'water': {'reading': 12345.67, 'consumption': 0.1}}, 'boiler': {'isRun': True, 'temperature': 28.2, 'pressure': 1.6}}2023-01-12 21:03:06.026349
{'temperature': 25.2, 'humidity': 73.6, 'meter': {'electricity': {'reading': 12345.6, 'consumption': 1.2}, 'gas': {'reading': 12345.6789, 'consumption': 0.5}, 'water': {'reading': 12345.67, 'consumption': 0.1}}, 'boiler': {'isRun': True, 'temperature': 28.2, 'pressure': 1.6}}2023-01-15 22:56:02.061112
{'temperature': 25.2, 'humidity': 73.6, 'meter': {'electricity': {'reading': 12345.6, 'consumption': 1.2}, 'gas': {'reading': 12345.6789, 'consumption': 0.5}, 'water': {'reading': 12345.67, 'consumption': 0.1}}, 'boiler': {'isRun': True, 'temperature': 28.2, 'pressure': 1.6}}2023-01-15 22:56:03.611335
{'temperature': 25.2, 'humidity': 73.6, 'meter': {'electricity': {'reading': 12345.6, 'consumption': 1.2}, 'gas': {'reading': 12345.6789, 'consumption': 0.5}, 'water': {'reading': 12345.67, 'consumption': 0.1}}, 'boiler': {'isRun': True, 'temperature': 28.2, 'pressure': 1.6}}2023-01-15 22:56:06.694234
{'temperature': 25.2, 'humidity': 73.6, 'meter': {'electricity': {'reading': 12345.6, 'consumption': 1.2}, 'gas': {'reading': 12345.6789, 'consumption': 0.5}, 'water': {'reading': 12345.67, 'consumption': 0.1}}, 'boiler': {'isRun': True, 'temperature': 28.2, 'pressure': 1.6}}2023-01-15 22:56:10.151523
{'temperature': 25.2, 'humidity': 73.6, 'meter': {'electricity': {'reading': 12345.6, 'consumption': 1.2}, 'gas': {'reading': 12345.6789, 'consumption': 0.5}, 'water': {'reading': 12345.67, 'consumption': 0.1}}, 'boiler': {'isRun': True, 'temperature': 28.2, 'pressure': 1.6}}2023-01-15 22:56:11.684724
{'temperature': 25.2, 'humidity': 73.6, 'meter': {'electricity': {'reading': 12345.6, 'consumption': 1.2}, 'gas': {'reading': 12345.6789, 'consumption': 0.5}, 'water': {'reading': 12345.67, 'consumption': 0.1}}, 'boiler': {'isRun': True, 'temperature': 28.2, 'pressure': 1.6}}2023-01-15 22:56:14.771965
{'temperature': 25.2, 'humidity': 73.6, 'meter': {'electricity': {'reading': 12345.6, 'consumption': 1.2}, 'gas': {'reading': 12345.6789, 'consumption': 0.5}, 'water': {'reading': 12345.67, 'consumption': 0.1}}, 'boiler': {'isRun': True, 'temperature': 28.2, 'pressure': 1.6}}2023-01-15 22:56:18.241734
{'temperature': 25.2, 'humidity': 73.6, 'meter': {'electricity': {'reading': 12345.6, 'consumption': 1.2}, 'gas': {'reading': 12345.6789, 'consumption': 0.5}, 'water': {'reading': 12345.67, 'consumption': 0.1}}, 'boiler': {'isRun': True, 'temperature': 28.2, 'pressure': 1.6}}2023-01-15 22:56:19.775529
{'temperature': 25.2, 'humidity': 73.6, 'meter': {'electricity': {'reading': 12345.6, 'consumption': 1.2}, 'gas': {'reading': 12345.6789, 'consumption': 0.5}, 'water': {'reading': 12345.67, 'consumption': 0.1}}, 'boiler': {'isRun': True, 'temperature': 28.2, 'pressure': 1.6}}2023-01-15 22:56:22.860955
{'temperature': 25.2, 'humidity': 73.6, 'meter': {'electricity': {'reading': 12345.6, 'consumption': 1.2}, 'gas': {'reading': 12345.6789, 'consumption': 0.5}, 'water': {'reading': 12345.67, 'consumption': 0.1}}, 'boiler': {'isRun': True, 'temperature': 28.2, 'pressure': 1.6}}2023-01-15 22:56:26.327059
{'temperature': 25.2, 'humidity': 73.6, 'meter': {'electricity': {'reading': 12345.6, 'consumption': 1.2}, 'gas': {'reading': 12345.6789, 'consumption': 0.5}, 'water': {'reading': 12345.67, 'consumption': 0.1}}, 'boiler': {'isRun': True, 'temperature': 28.2, 'pressure': 1.6}}2023-01-15 22:56:27.875176
{'temperature': 25.2, 'humidity': 73.6, 'meter': {'electricity': {'reading': 12345.6, 'consumption': 1.2}, 'gas': {'reading': 12345.6789, 'consumption': 0.5}, 'water': {'reading': 12345.67, 'consumption': 0.1}}, 'boiler': {'isRun': True, 'temperature': 28.2, 'pressure': 1.6}}2023-01-15 22:56:30.980612
{'temperature': 25.2, 'humidity': 73.6, 'meter': {'electricity': {'reading': 12345.6, 'consumption': 1.2}, 'gas': {'reading': 12345.6789, 'consumption': 0.5}, 'water': {'reading': 12345.67, 'consumption': 0.1}}, 'boiler': {'isRun': True, 'temperature': 28.2, 'pressure': 1.6}}2023-01-15 22:56:34.437594
{'temperature': 25.2, 'humidity': 73.6, 'meter': {'electricity': {'reading': 12345.6, 'consumption': 1.2}, 'gas': {'reading': 12345.6789, 'consumption': 0.5}, 'water': {'reading': 12345.67, 'consumption': 0.1}}, 'boiler': {'isRun': True, 'temperature': 28.2, 'pressure': 1.6}}2023-01-15 22:56:35.985837
{'temperature': 25.2, 'humidity': 73.6, 'meter': {'electricity': {'reading': 12345.6, 'consumption': 1.2}, 'gas': {'reading': 12345.6789, 'consumption': 0.5}, 'water': {'reading': 12345.67, 'consumption': 0.1}}, 'boiler': {'isRun': True, 'temperature': 28.2, 'pressure': 1.6}}
